Report Number,Report Date,Occur Date,Occur Time,Possible Date,Possible Time,Beat,Apartment Office Prefix,Apartment Number,Location,Shift Occurence,Location Type,UCR Literal,UCR #,IBR Code,Neighborhood,NPU,Latitude,Longitude
193490071,12/15/2019,12/14/2019,2200,12/15/2019,100,211,,,765 MIAMI CIR NE,Morning Watch,21,LARCENY-FROM VEHICLE,640,2305,Lindbergh/Morosgo,B,33.83107,-84.36198
193490119,12/15/2019,12/14/2019,2130,12/15/2019,100,613,,,2043 CHESHIRE BRIDGE RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Lindridge/Martin Manor,F,33.81123,-84.35601
193490220,12/15/2019,12/15/2019,30,12/15/2019,150,206,,,100 E ANDREWS DR NW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,South Tuxedo Park,B,33.84319,-84.38211
193490288,12/15/2019,12/14/2019,2200,12/15/2019,40,510,,,239 AUBURN AVE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.75553,-84.37942
193490394,12/15/2019,12/15/2019,416,12/15/2019,416,608,,,430 RIDGEWOOD RD NE,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Lake Claire,N,33.76595,-84.32882
193490453,12/15/2019,12/15/2019,0,12/15/2019,549,508,,,322 TED TURNER DR NW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76316,-84.38911
193490705,12/15/2019,12/15/2019,1055,12/15/2019,1102,205,,,1892 HOWELL MILL RD NW,Day Watch,23,LARCENY-FROM VEHICLE,640,2305,Wildwood (NPU-C),C,33.80673,-84.41316
193490801,12/15/2019,12/15/2019,200,12/15/2019,400,507,,,360 MARIETTA ST NW @ LAZ PARKING,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76269,-84.39702
193490881,12/15/2019,12/15/2019,1310,12/15/2019,1322,411,,,2975 HEADLAND DR SW @BIG LOTS - HEADLAND,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Greenbriar,R,33.69168,-84.4872
193490929,12/15/2019,12/15/2019,1100,12/15/2019,1340,103,,,1257 MARIETTA BLVD NW,Day Watch,21,LARCENY-FROM VEHICLE,640,2305,Blandtown,D,33.78917,-84.42803
193490978,12/15/2019,12/15/2019,1420,12/15/2019,1430,103,,,2429 BOLTON RD NW,Day Watch,23,LARCENY-FROM VEHICLE,640,2305,Bolton,D,33.82065,-84.45537
193491011,12/15/2019,12/15/2019,1415,12/15/2019,1450,601,,,782 PONCE DE LEON AVE NE,Evening Watch,21,LARCENY-FROM VEHICLE,640,2305,Virginia Highland,F,33.77412,-84.36179
193491037,12/15/2019,12/15/2019,1315,12/15/2019,1500,401,,,895 RALPH D ABERNATHY BLVD SW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,West End,T,33.7398,-84.41751
193491046,12/15/2019,12/15/2019,200,12/15/2019,1400,505,,1614,710 PEACHTREE ST NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77411,-84.38484
193491068,12/15/2019,12/15/2019,1520,12/15/2019,1520,402,,,1310 WHITE ST SW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,West End,T,33.73712,-84.43044
193491184,12/15/2019,12/12/2019,1030,12/12/2019,1030,602,,,909 PONCE DE LEON AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Poncey-Highland,N,33.77347,-84.35767
193491292,12/15/2019,12/15/2019,230,12/15/2019,430,504,,,562 LOVEJOY ST NW,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76742,-84.39315
193491335,12/15/2019,12/15/2019,1600,12/15/2019,1745,211,,,3101 PIEDMONT RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Peachtree Park,B,33.84075,-84.36979
193491426,12/15/2019,12/15/2019,1200,12/15/2019,1840,609,,,195 ARIZONA AVE NE,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Edgewood,O,33.75929,-84.3312
193491620,12/15/2019,12/15/2019,1650,12/15/2019,2100,508,,,267 MARIETTA ST NW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76071,-84.39469
193491629,12/15/2019,12/15/2019,1945,12/15/2019,2100,205,,,1991 HOWELL MILL RD NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Channing Valley,C,33.80902,-84.41277
193491637,12/15/2019,12/15/2019,2000,12/15/2019,2100,603,,,675 PONCE DE LEON AVE NE @PONCE CITY MARKET,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Old Fourth Ward,M,33.77296,-84.36504
193491642,12/15/2019,12/15/2019,1900,12/15/2019,2130,209,,,3802 ROSWELL RD NE,Morning Watch,21,LARCENY-FROM VEHICLE,640,2305,East Chastain Park,B,33.85865,-84.38102
193491657,12/15/2019,12/15/2019,959,12/15/2019,959,602,,,537 LINWOOD AVE NE,Evening Watch,20,LARCENY-FROM VEHICLE,640,2305,Poncey-Highland,N,33.76932,-84.35552
193491673,12/15/2019,12/15/2019,1905,12/15/2019,2115,206,,,500 PHARR RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Buckhead Village,B,33.8371,-84.37185
193491704,12/15/2019,12/15/2019,1900,12/15/2019,2130,211,,,733 MIAMI CIR NE,Evening Watch,,LARCENY-FROM VEHICLE,640,2305,Lindbergh/Morosgo,B,33.82984,-84.36357
193491749,12/15/2019,12/15/2019,2200,12/16/2019,0,504,,,468 MCAFEE ST NW,Morning Watch,26,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76597,-84.39468
193491791,12/15/2019,12/15/2019,2040,12/15/2019,2315,614,,,931 MONROE DR NE @TRADER JOES - MONROE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77909,-84.36717
193490652,12/15/2019,12/13/2019,1550,12/15/2019,1000,210,,,3155 FERNCLIFF COMMONS NE,Day Watch,20,BURGLARY-RESIDENCE,511,2202,Pine Hills,B,33.84308,-84.35563
193490916,12/15/2019,12/15/2019,1349,12/15/2019,1630,308,,,1004 REDFORD DR SE,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,Rebel Valley Forest,Z,33.68823,-84.35679
193491779,12/15/2019,12/15/2019,1900,12/15/2019,2300,103,,,2383 BERNARD RD NW,Morning Watch,20,BURGLARY-RESIDENCE,511,2202,Riverside,D,33.82046,-84.4723
193490910,12/15/2019,12/15/2019,400,12/15/2019,1300,113,,C317,2500 CENTER ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,650,2304,Carey Park,G,33.78999,-84.47156
193491529,12/15/2019,12/15/2019,1700,12/15/2019,1948,307,,14006,250 AMAL DR SW,Evening Watch,20,LARCENY-FROM VEHICLE,650,2304,Betmar LaVilla,Y,33.70588,-84.39604
193490579,12/15/2019,8/1/2019,800,12/15/2019,902,408,,304,1830 CAMPBELLTON RD SW,Day Watch,26,BURGLARY-NONRES,512,2203,,R,33.70994,-84.44833
193490800,12/15/2019,12/11/2019,1600,12/15/2019,1225,612,,,872 CAVANAUGH AVE SE,Day Watch,3,BURGLARY-NONRES,512,2203,East Atlanta,W,33.73049,-84.33691
193491067,12/15/2019,12/14/2019,2113,12/14/2019,2313,212,,,2519 CHANTILLY DR NE,Evening Watch,19,BURGLARY-NONRES,512,2203,Lindridge/Martin Manor,F,33.82369,-84.35056
193490091,12/15/2019,12/15/2019,0,12/15/2019,100,409,,B48,1717 CENTRA VILLA DR SW,Unknown,26,AGG ASSAULT,430,1315,Adams Park,R,33.70928,-84.45571
193491423,12/15/2019,12/15/2019,1840,12/15/2019,2000,304,,,1192 PRYOR ST SW,Evening Watch,18,AGG ASSAULT,430,1315,Peoplestown,V,33.72181,-84.39107
193491639,12/15/2019,12/15/2019,1900,12/15/2019,2117,403,,,1191 OAKLAND LN,Evening Watch,13,AGG ASSAULT,430,1315,Oakland City,S,33.71965,-84.42716
193491734,12/15/2019,12/15/2019,2232,12/15/2019,2242,302,,,1162 COLEMAN ST SW,Morning Watch,20,AGG ASSAULT,430,1315,Pittsburgh,V,33.72324,-84.4038
193490713,12/15/2019,12/15/2019,1000,12/15/2019,1500,101,,3007,369 MCDANIEL ST SW,Day Watch,,AGG ASSAULT,420,1315K,The Villages at Castleberry Hill,T,33.74505,-84.40523
193490391,12/15/2019,12/15/2019,330,12/15/2019,411,108,,,I-20 EB EXPY NW / HAMILTON E HOLMES DR NW,Morning Watch,13,AGG ASSAULT,410,1314,Westhaven,I,33.75686,-84.46887
193491436,12/15/2019,12/15/2019,1850,12/15/2019,1910,407,,,3550 MARTIN L KING JR DR SW,Evening Watch,7,AGG ASSAULT,410,1314,Adamsville,H,33.75811,-84.50389
193490045,12/15/2019,12/15/2019,15,12/15/2019,30,505,,,793 JUNIPER ST NE,Morning Watch,21,AGG ASSAULT,440,1399,Midtown,E,33.77615,-84.38262
193501029,12/16/2019,12/16/2019,1245,12/16/2019,1300,503,,201,77 PEACHTREE PL NE,Day Watch,26,AGG ASSAULT,440,1399,Midtown,E,33.78068,-84.38493
193500154,12/16/2019,12/16/2019,120,12/16/2019,130,510,,,60 BELL ST NE,Morning Watch,13,AGG ASSAULT,410,1314,Downtown,M,33.75724,-84.37952
193500193,12/16/2019,12/16/2019,204,12/16/2019,210,402,,,985 PEEPLES ST SW,Morning Watch,20,AGG ASSAULT,410,1314,Oakland City,S,33.72828,-84.42221
193500415,12/16/2019,12/16/2019,600,12/16/2019,630,109,,,2533 DONALD LEE HOLLOWELL PKWY NW,Day Watch,,AGG ASSAULT,410,1314,Center Hill,J,33.77579,-84.46904
193501416,12/16/2019,12/16/2019,1600,12/16/2019,1620,405,,4404,180 PEYTON PL SW,Evening Watch,26,AGG ASSAULT,410,1314,Harland Terrace,I,33.7501,-84.47555
193501836,12/16/2019,12/16/2019,1912,12/16/2019,1912,109,,,2565 DONALD LEE HOLLOWELL PKWY NW,Evening Watch,21,AGG ASSAULT,410,1314,Center Hill,J,33.77544,-84.47042
193501870,12/16/2019,12/16/2019,1930,12/16/2019,1930,410,APT,L6,2328 CAMPBELLTON RD SW,Evening Watch,18,AGG ASSAULT,410,1314,Campbellton Road,R,33.70439,-84.4634
193500434,12/16/2019,12/16/2019,600,12/16/2019,700,111,,,250 OAKCLIFF CT NW,Day Watch,20,AGG ASSAULT,430,1315,Oakcliff,H,33.76235,-84.49856
193502133,12/16/2019,12/16/2019,2000,12/16/2019,2220,601,,,1045 N HIGHLAND AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Virginia Highland,F,33.78297,-84.35435
193502151,12/16/2019,12/16/2019,1700,12/16/2019,2300,602,,,1099 EUCLID AVE NE,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Inman Park,N,33.76376,-84.35075
193502197,12/16/2019,12/16/2019,2200,12/16/2019,2345,601,,,758 PONCE DE LEON AVE NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Virginia Highland,F,33.77412,-84.36228
193500685,12/16/2019,12/13/2019,1200,12/16/2019,931,312,,,501 JEFFERSON CHASE ST SE,Day Watch,6,BURGLARY-NONRES,512,2203,Glenrose Heights,Z,33.66548,-84.38382
193490088,12/16/2019,12/15/2019,36,12/16/2019,700,413,,,2605 FAIRBURN RD SW,Morning Watch,99,BURGLARY-NONRES,512,2203,Fairburn Tell,P,33.68431,-84.51542
193501369,12/16/2019,12/14/2019,900,12/16/2019,1556,612,,,740 MORELAND AVE SE,Evening Watch,18,LARCENY-FROM VEHICLE,650,2304,East Atlanta,W,33.73421,-84.34904
193501559,12/16/2019,12/16/2019,1700,12/16/2019,1704,310,,39A,2637 OLD HAPEVILLE RD SW,Evening Watch,26,LARCENY-FROM VEHICLE,650,2304,Browns Mill Park,Z,33.68294,-84.39417
193501938,12/16/2019,12/15/2019,2232,12/16/2019,2012,304,,,I-75-85 NB EXPY SW / I-20 EB EXPY SW,Evening Watch,13,LARCENY-FROM VEHICLE,650,2304,Summerhill,V,33.74485,-84.39005
193500580,12/16/2019,12/15/2019,1800,12/16/2019,831,312,,,2758 VINEYARDS DR SE,Day Watch,26,BURGLARY-RESIDENCE,511,2202,Rosedale Heights,Z,33.67913,-84.3697
193500736,12/16/2019,12/15/2019,2100,12/16/2019,930,104,,,212 WELLINGTON ST SW,Day Watch,20,BURGLARY-RESIDENCE,511,2202,Mozley Park,K,33.74948,-84.43798
193500819,12/16/2019,12/12/2019,1800,12/13/2019,1200,406,,,2143 BEECHER RD SW,Evening Watch,,BURGLARY-RESIDENCE,511,2202,Beecher Hills,I,33.73292,-84.459
193500936,12/16/2019,12/16/2019,900,12/16/2019,1151,411,,S2,3000 STONE HOGAN CONN SW,Day Watch,26,BURGLARY-RESIDENCE,511,2202,Greenbriar,R,33.67424,-84.49697
193500990,12/16/2019,12/9/2019,800,12/16/2019,1220,308,,396,1000 NEW TOWN CIR SE,Day Watch,26,BURGLARY-RESIDENCE,511,2202,Thomasville Heights,Z,33.70823,-84.35912
193491732,12/16/2019,12/13/2019,2100,12/15/2019,2100,414,,2110,3871 REDWINE RD SW,Morning Watch,26,BURGLARY-RESIDENCE,521,2204,Princeton Lakes,P,33.66005,-84.50994
193500979,12/16/2019,12/16/2019,810,12/16/2019,810,504,,302,276 HUNNICUTT ST NW,Day Watch,26,BURGLARY-RESIDENCE,531,2202A,Downtown,M,33.76655,-84.39568
193500048,12/16/2019,12/15/2019,1800,12/16/2019,23,604,,,49 BOULEVARD SE,Morning Watch,26,LARCENY-FROM VEHICLE,640,2305,Sweet Auburn,M,33.75253,-84.3721
193500220,12/16/2019,12/16/2019,150,12/16/2019,223,603,,,34 WILLIAM H BORDERS DR SE,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Sweet Auburn,M,33.75367,-84.37543
193500231,12/16/2019,12/16/2019,215,12/16/2019,220,103,,,2429 BOLTON RD NW,Morning Watch,,LARCENY-FROM VEHICLE,640,2305,Bolton,D,33.82065,-84.45537
193500372,12/16/2019,12/15/2019,1700,12/16/2019,530,603,,,814 CITYSCAPE PLZ NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Old Fourth Ward,M,33.77081,-84.37879
193500549,12/16/2019,12/15/2019,1800,12/16/2019,800,505,,,240 NORTH AVE NE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77134,-84.37932
193500603,12/16/2019,12/16/2019,820,12/16/2019,830,404,,,807 CASCADE AVE SW,Day Watch,12,LARCENY-FROM VEHICLE,640,2305,Cascade Avenue/Road,S,33.73323,-84.43795
193500621,12/16/2019,12/15/2019,1530,12/16/2019,850,603,,40,40 FINCH TRL NE,Day Watch,20,LARCENY-FROM VEHICLE,640,2305,Old Fourth Ward,M,33.76955,-84.37817
193500723,12/16/2019,12/15/2019,2230,12/16/2019,948,114,,,3691 COLLIER DR NW ,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Fairburn Heights,H,33.76968,-84.50678
193500755,12/16/2019,12/16/2019,1000,12/16/2019,1008,205,,,1892 HOWELL MILL RD NW,Day Watch,23,LARCENY-FROM VEHICLE,640,2305,Wildwood (NPU-C),C,33.80673,-84.41316
193500824,12/16/2019,12/15/2019,1800,12/15/2019,2130,508,,,98 CONE ST NW,Day Watch,13,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.75746,-84.3911
193500886,12/16/2019,12/16/2019,1120,12/16/2019,1128,404,,,1653 ALVARADO TER SW,Day Watch,20,LARCENY-FROM VEHICLE,640,2305,Westview,T,33.73494,-84.44166
193500892,12/16/2019,12/16/2019,700,12/16/2019,1100,611,,,2575 ALSTON DR SE,Day Watch,13,LARCENY-FROM VEHICLE,640,2305,East Lake,O,33.74258,-84.3023
193501072,12/16/2019,12/16/2019,1200,12/16/2019,1300,504,,,826 MARIETTA ST NW,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Marietta Street Artery,E,33.77477,-84.4067
193501163,12/16/2019,12/15/2019,1900,12/16/2019,1200,301,,,756 BROOKLINE ST SW,Evening Watch,20,LARCENY-FROM VEHICLE,640,2305,Adair Park,V,33.72689,-84.41238
193501242,12/16/2019,12/16/2019,1430,12/16/2019,1500,411,,,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,Evening Watch,8,LARCENY-FROM VEHICLE,640,2305,Greenbriar,R,33.68845,-84.49328
193501296,12/16/2019,12/16/2019,800,12/16/2019,1500,510,,,80 JESSE HILL JR DR SE @GRADY,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.75168,-84.38198
193501542,12/16/2019,12/16/2019,1533,12/16/2019,1700,606,,,475 MORELAND AVE SE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Ormewood Park,W,33.74112,-84.34961
193501576,12/16/2019,12/13/2019,1800,12/16/2019,1700,505,,4,812 PIEDMONT AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77674,-84.38147
193501579,12/16/2019,12/15/2019,2200,12/16/2019,1659,601,,1,939 GREENWOOD AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Virginia Highland,F,33.77661,-84.35678
193501655,12/16/2019,12/16/2019,1700,12/16/2019,1745,206,,,2900 PEACHTREE RD NW @CALL BOX 1,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Peachtree Heights West,B,33.83399,-84.3841
193501681,12/16/2019,12/16/2019,1356,12/16/2019,1357,206,,,3060 PEACHTREE RD NW @CALL BOX 3,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Peachtree Heights West,B,33.83953,-84.38123
193501702,12/16/2019,12/16/2019,1625,12/16/2019,1820,508,,,98 TED TURNER DR NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.7575,-84.39209
193501876,12/16/2019,12/16/2019,1630,12/16/2019,1743,503,,,1051 W PEACHTREE ST NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.78346,-84.38772
193501886,12/16/2019,12/16/2019,759,12/16/2019,759,613,,,1271 AVALON PL NE,Evening Watch,20,LARCENY-FROM VEHICLE,640,2305,Morningside/Lenox Park,F,33.78937,-84.35216
193501946,12/16/2019,12/16/2019,1800,12/16/2019,2000,507,,,180 WALKER ST SW,Evening Watch,21,LARCENY-FROM VEHICLE,640,2305,Castleberry Hill,M,33.74964,-84.40132
193501951,12/16/2019,12/16/2019,2005,12/16/2019,2016,211,,,2539 PIEDMONT RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Lindbergh/Morosgo,B,33.82403,-84.36328
193501974,12/16/2019,12/16/2019,2035,12/16/2019,2100,509,,,207 PEACHTREE CENTER AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.7602,-84.38554
193501988,12/16/2019,12/16/2019,1640,12/16/2019,1845,602,,,602 N HIGHLAND AVE NE @MANUELS,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Poncey-Highland,N,33.77082,-84.35274
193502007,12/16/2019,12/16/2019,1915,12/16/2019,2050,206,,,540 PHARR RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Buckhead Village,B,33.83707,-84.37018
193502013,12/16/2019,12/14/2019,1500,12/16/2019,2059,509,,,255 COURTLAND ST NE @HILTON HOTEL,Evening Watch,14,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76157,-84.38314
193502020,12/16/2019,12/16/2019,2013,12/16/2019,2031,212,,,2350 CHESHIRE BRIDGE RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Lindridge/Martin Manor,F,33.8195,-84.35199
193502022,12/16/2019,12/16/2019,2000,12/16/2019,2100,207,,,1784 PEACHTREE ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Ardmore,E,33.80334,-84.39351
193502045,12/16/2019,12/16/2019,1840,12/16/2019,2024,612,,,1231 GLENWOOD AVE SE,Evening Watch,99,LARCENY-FROM VEHICLE,640,2305,East Atlanta,W,33.73984,-84.34733
193502062,12/16/2019,12/16/2019,2015,12/16/2019,2115,614,,,931 MONROE DR NE @BELTLINE BUSINESS,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77909,-84.36717
193482245,12/16/2019,12/14/2019,2030,12/14/2019,2145,505,,,61 NORTH AVE NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77133,-84.38942
193500340,12/16/2019,12/16/2019,400,12/16/2019,435,409,,,2989 CAMPBELLTON RD SW,Morning Watch,23,ROBBERY-COMMERCIAL,313,1201C,Southwest,R,33.69655,-84.48597
193502143,12/16/2019,12/16/2019,2130,12/16/2019,2200,502,,,112 BEVERLY RD NE,Morning Watch,13,ROBBERY-PEDESTRIAN,311,1204,Ansley Park,E,33.79704,-84.38374
193500673,12/16/2019,12/16/2019,915,12/16/2019,930,609,,,1270 CAROLINE ST NE,Day Watch,2,ROBBERY-COMMERCIAL,336,1211O,Edgewood,O,33.75859,-84.3473
193501577,12/16/2019,12/16/2019,1700,12/16/2019,1710,108,,,70 ANDERSON AVE NW,Evening Watch,31,ROBBERY-PEDESTRIAN,341,1206,Dixie Hills,J,33.75537,-84.44907
193500323,12/16/2019,12/16/2019,45,12/16/2019,415,102,,,868 JOSEPH E BOONE BLVD NW,Morning Watch,3,AUTO THEFT,710,2404,Vine City,L,33.76319,-84.41612
193500595,12/16/2019,12/15/2019,1630,12/16/2019,800,307,,601F,1754 RICHMOND CIR SE,Evening Watch,26,AUTO THEFT,710,2404,Lakewood Heights,Y,33.70698,-84.3745
193500694,12/16/2019,11/30/2019,1200,12/9/2019,1200,313,,,345 SIMCA ST SE,Day Watch,,AUTO THEFT,710,2404,Blair Villa/Poole Creek,Z,33.66185,-84.37888
193501957,12/16/2019,12/16/2019,1100,12/16/2019,2000,501,,,270 17TH ST NW,Evening Watch,18,AUTO THEFT,710,2404,Atlantic Station,E,33.79072,-84.39776
193501993,12/16/2019,12/16/2019,1948,12/16/2019,2048,305,,906,201 MOURY AVE SW,Evening Watch,26,AUTO THEFT,710,2404,The Villages at Carver,Y,33.71691,-84.39276
193500436,12/16/2019,12/15/2019,2000,12/16/2019,655,505,,,715 PENN AVE NE,Day Watch,20,LARCENY-NON VEHICLE,690,2399,Midtown,E,33.7741,-84.3786
193500534,12/16/2019,12/16/2019,100,12/16/2019,700,308,,,813 LEE ANDREWS AVE SE,Day Watch,20,LARCENY-NON VEHICLE,690,2399,Norwood Manor,Z,33.69769,-84.36295
193500730,12/16/2019,12/16/2019,953,12/16/2019,953,302,,,352 UNIVERSITY AVE SW,Day Watch,99,LARCENY-NON VEHICLE,690,2399,Pittsburgh,V,33.72098,-84.40083
193500963,12/16/2019,12/6/2019,1500,12/16/2019,1204,313,,,3756 BROWNS MILL RD SE,Day Watch,10,LARCENY-NON VEHICLE,690,2399,Blair Villa/Poole Creek,Z,33.65849,-84.38829
193500968,12/16/2019,12/12/2019,1600,12/13/2019,430,602,,,725 PONCE DE LEON AVE NE @BELTLINE BUSINESS,Day Watch,99,LARCENY-NON VEHICLE,690,2399,Poncey-Highland,N,33.77343,-84.36351
193501033,12/16/2019,11/26/2019,900,11/26/2019,1800,210,,,3400 AROUND LENOX DR NE @AROUND LENOX,Day Watch,24,LARCENY-NON VEHICLE,690,2399,Lenox,B,33.84578,-84.36489
193501205,12/16/2019,12/9/2019,1100,12/14/2019,1300,605,,103,120 LOGAN ST SE,Day Watch,26,LARCENY-NON VEHICLE,690,2399,Capitol Gateway,V,33.74473,-84.38358
193501266,12/16/2019,12/16/2019,922,12/16/2019,1509,609,,,1204 HARDEE ST NE,Evening Watch,20,LARCENY-NON VEHICLE,690,2399,Edgewood,O,33.75555,-84.34799
193501280,12/16/2019,9/20/2019,1200,12/15/2019,2200,610,,,29 LAKEVIEW DR SE ,Evening Watch,99,LARCENY-NON VEHICLE,690,2399,Kirkwood,O,33.75026,-84.31465
193501339,12/16/2019,12/16/2019,1530,12/16/2019,1544,305,,,96 THIRKELD AVE SE,Evening Watch,,LARCENY-NON VEHICLE,690,2399,South Atlanta,Y,33.71474,-84.38515
193501361,12/16/2019,12/16/2019,1553,12/16/2019,1554,406,,,3339 HAZELWOOD DR SW,Evening Watch,,LARCENY-NON VEHICLE,690,2399,Green Acres Valley,I,33.72793,-84.49786
193501728,12/16/2019,12/16/2019,240,12/16/2019,240,407,,,911 SOCIETY CIR SW,Morning Watch,20,LARCENY-NON VEHICLE,690,2399,Mays,H,33.74734,-84.50197
193501766,12/16/2019,12/13/2019,1120,12/13/2019,1125,403,,,1366 ELIZABETH AVE SW,Day Watch,20,LARCENY-NON VEHICLE,690,2399,Venetian Hills,S,33.71705,-84.43532
193501977,12/16/2019,12/16/2019,930,12/16/2019,1730,404,,,1686 WESTWOOD AVE SW,Evening Watch,,LARCENY-NON VEHICLE,690,2399,Westview,T,33.73822,-84.4429
193480008,12/16/2019,12/12/2019,1702,12/13/2019,1309,114,,,1 SANDY CREEK RD,Unknown,,LARCENY-NON VEHICLE,690,2399,Bankhead/Bolton,H,33.78714,-84.50984
193500695,12/16/2019,12/15/2019,1830,12/16/2019,934,201,,1223,4403 NORTHSIDE PKWY NW,Day Watch,26,LARCENY-NON VEHICLE,670,2308,Paces,A,33.86609,-84.45237
193500699,12/16/2019,12/15/2019,2300,12/16/2019,730,508,,,87 WALTON ST NW @VEW WALTON,Day Watch,14,LARCENY-NON VEHICLE,670,2308,Downtown,M,33.75689,-84.39112
193500805,12/16/2019,12/9/2019,2350,12/10/2019,800,503,,,1163 W PEACHTREE ST NE,Evening Watch,26,LARCENY-NON VEHICLE,670,2308,Midtown,E,33.78609,-84.38747
193500849,12/16/2019,12/12/2019,700,12/16/2019,1100,510,,,91 PEACHTREE ST NE,Morning Watch,99,LARCENY-NON VEHICLE,670,2308,Downtown,M,33.75595,-84.38854
193500974,12/16/2019,12/16/2019,1130,12/16/2019,1211,212,,,181 ARMOUR DR NE,Day Watch,99,LARCENY-NON VEHICLE,670,2308,,E,33.80902,-84.38284
193501030,12/16/2019,12/16/2019,1250,12/16/2019,1250,309,,,501 CONNELL AVE SW,Day Watch,26,LARCENY-NON VEHICLE,670,2308,Perkerson,X,33.68348,-84.40624
193501103,12/16/2019,12/16/2019,300,12/16/2019,300,505,,,844 MYRTLE ST NE,Morning Watch,20,LARCENY-NON VEHICLE,670,2308,Midtown,E,33.77767,-84.38019
193500011,12/16/2019,12/15/2019,2300,12/16/2019,7,506,,,720 DONALD LEE HOLLOWELL PKWY NW,Evening Watch,23,LARCENY-NON VEHICLE,630,2303,English Avenue,L,33.77276,-84.41089
193500841,12/16/2019,12/16/2019,1110,12/16/2019,1118,211,,,2525 PIEDMONT RD NE @HOME DEPOT,Day Watch,24,LARCENY-NON VEHICLE,630,2303,Lindbergh/Morosgo,B,33.824,-84.36521
193501639,12/16/2019,12/3/2019,1401,12/4/2019,1934,210,,,3535 PEACHTREE RD NE @TARGET - PEACHTREE,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Lenox,B,33.85182,-84.3595
193501705,12/16/2019,12/16/2019,1440,12/16/2019,1447,210,,,3393 PEACHTREE ST,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Lenox,B,33.84676,-84.36212
193502028,12/16/2019,12/16/2019,2030,12/16/2019,2055,210,,,3393 PEACHTREE RD NE @LENOX MALL,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Lenox,B,33.84676,-84.36212
193501711,12/16/2019,12/15/2019,1700,12/15/2019,1730,505,,,713 W PEACHTREE ST NE @NORTH AVE MARTA STAT,Evening Watch,13,ROBBERY-PEDESTRIAN,331,1205,Midtown,E,33.77411,-84.38722
